communication_time,intra_task_execution_device_func,intra_task_execution_full_func
0.00027401300030760467,0.2868799865245819,0.2887031825230224
0.0002300099986314308,0.2483839988708496,0.24963048786958097
0.0003089519996137824,0.41600000858306885,0.41740207258044393
0.000259745997027494,0.2519040107727051,0.25314931776665617
