id_parameter,vl_total_execution_time,vl_inter_task_execution_time,vl_intra_task_execution_time_device_func,vl_intra_task_execution_time_full_func,vl_communication_time,dt_processing
1,1.8824467457990977,0.014278004803782097,0.001570986870119621,0.000598394604839944,0.0,2022-09-09
2,3.2819010854000226,0.011645374799991259,2.080773872111622,2.0793311106413603,0.0005194516502160205,2022-09-09
